datatempo_pk;ano;mes;mes_desc;dia;intervalo_horario;dia_semana;dia_semana_desc
2012041221;2012;4;Abril    ;12;21h às 22h;7;Sábado      
2012041222;2012;4;Abril    ;12;22h às 23h;7;Sábado      
2012041303;2012;4;Abril    ;13;03h às 04h;1;Domingo      
2012041304;2012;4;Abril    ;13;04h às 05h;1;Domingo      
2012041306;2012;4;Abril    ;13;06h às 07h;1;Domingo      
2012041307;2012;4;Abril    ;13;07h às 08h;1;Domingo      
2012041308;2012;4;Abril    ;13;08h às 09h;1;Domingo      
2012041310;2012;4;Abril    ;13;10h às 11h;1;Domingo      
2012041311;2012;4;Abril    ;13;11h às 12h;1;Domingo      
2012041312;2012;4;Abril    ;13;12h às 13h;1;Domingo      
2012041313;2012;4;Abril    ;13;13h às 14h;1;Domingo      
2012041314;2012;4;Abril    ;13;14h às 15h;1;Domingo      
2012041316;2012;4;Abril    ;13;16h às 17h;1;Domingo      
2012041318;2012;4;Abril    ;13;18h às 19h;1;Domingo      
2012041319;2012;4;Abril    ;13;19h às 20h;1;Domingo      
2012041320;2012;4;Abril    ;13;20h às 21h;1;Domingo      
2012041322;2012;4;Abril    ;13;22h às 23h;1;Domingo      
2012041402;2012;4;Abril    ;14;02h às 03h;2;Segunda-feira
2012041405;2012;4;Abril    ;14;05h às 06h;2;Segunda-feira
2012041407;2012;4;Abril    ;14;07h às 08h;2;Segunda-feira
2012041408;2012;4;Abril    ;14;08h às 09h;2;Segunda-feira
2012041409;2012;4;Abril    ;14;09h às 10h;2;Segunda-feira
2012041410;2012;4;Abril    ;14;10h às 11h;2;Segunda-feira
2012041411;2012;4;Abril    ;14;11h às 12h;2;Segunda-feira
2012041412;2012;4;Abril    ;14;12h às 13h;2;Segunda-feira
2012041413;2012;4;Abril    ;14;13h às 14h;2;Segunda-feira
2012041414;2012;4;Abril    ;14;14h às 15h;2;Segunda-feira
2012041415;2012;4;Abril    ;14;15h às 16h;2;Segunda-feira
2012041416;2012;4;Abril    ;14;16h às 17h;2;Segunda-feira
2012041417;2012;4;Abril    ;14;17h às 18h;2;Segunda-feira
2012041418;2012;4;Abril    ;14;18h às 19h;2;Segunda-feira
2012041419;2012;4;Abril    ;14;19h às 20h;2;Segunda-feira
2012041421;2012;4;Abril    ;14;21h às 22h;2;Segunda-feira
2012041423;2012;4;Abril    ;14;23h às 24h;2;Segunda-feira
2012041506;2012;4;Abril    ;15;06h às 07h;3;Terça-feira 
2012041507;2012;4;Abril    ;15;07h às 08h;3;Terça-feira 
2012041508;2012;4;Abril    ;15;08h às 09h;3;Terça-feira 
2012041509;2012;4;Abril    ;15;09h às 10h;3;Terça-feira 
2012041510;2012;4;Abril    ;15;10h às 11h;3;Terça-feira 
2012041511;2012;4;Abril    ;15;11h às 12h;3;Terça-feira 
2012041512;2012;4;Abril    ;15;12h às 13h;3;Terça-feira 
2012041513;2012;4;Abril    ;15;13h às 14h;3;Terça-feira 
2012041514;2012;4;Abril    ;15;14h às 15h;3;Terça-feira 
2012041515;2012;4;Abril    ;15;15h às 16h;3;Terça-feira 
2012041516;2012;4;Abril    ;15;16h às 17h;3;Terça-feira 
2012041517;2012;4;Abril    ;15;17h às 18h;3;Terça-feira 
2012041518;2012;4;Abril    ;15;18h às 19h;3;Terça-feira 
2012041519;2012;4;Abril    ;15;19h às 20h;3;Terça-feira 
2012041520;2012;4;Abril    ;15;20h às 21h;3;Terça-feira 
2012041521;2012;4;Abril    ;15;21h às 22h;3;Terça-feira 
2012041523;2012;4;Abril    ;15;23h às 24h;3;Terça-feira 
2012041606;2012;4;Abril    ;16;06h às 07h;4;Quarta-feira 
2012041608;2012;4;Abril    ;16;08h às 09h;4;Quarta-feira 
2012041609;2012;4;Abril    ;16;09h às 10h;4;Quarta-feira 
2012041610;2012;4;Abril    ;16;10h às 11h;4;Quarta-feira 
2012041611;2012;4;Abril    ;16;11h às 12h;4;Quarta-feira 
2012041612;2012;4;Abril    ;16;12h às 13h;4;Quarta-feira 
2012041614;2012;4;Abril    ;16;14h às 15h;4;Quarta-feira 
2012041615;2012;4;Abril    ;16;15h às 16h;4;Quarta-feira 
2012041616;2012;4;Abril    ;16;16h às 17h;4;Quarta-feira 
2012041617;2012;4;Abril    ;16;17h às 18h;4;Quarta-feira 
2012041618;2012;4;Abril    ;16;18h às 19h;4;Quarta-feira 
2012041619;2012;4;Abril    ;16;19h às 20h;4;Quarta-feira 
2012041620;2012;4;Abril    ;16;20h às 21h;4;Quarta-feira 
2012041621;2012;4;Abril    ;16;21h às 22h;4;Quarta-feira 
2012041622;2012;4;Abril    ;16;22h às 23h;4;Quarta-feira 
2012041706;2012;4;Abril    ;17;06h às 07h;5;Quinta-feira 
2012041707;2012;4;Abril    ;17;07h às 08h;5;Quinta-feira 
2012041708;2012;4;Abril    ;17;08h às 09h;5;Quinta-feira 
2012041709;2012;4;Abril    ;17;09h às 10h;5;Quinta-feira 
2012041710;2012;4;Abril    ;17;10h às 11h;5;Quinta-feira 
2012041711;2012;4;Abril    ;17;11h às 12h;5;Quinta-feira 
2012041712;2012;4;Abril    ;17;12h às 13h;5;Quinta-feira 
2012041713;2012;4;Abril    ;17;13h às 14h;5;Quinta-feira 
2012041714;2012;4;Abril    ;17;14h às 15h;5;Quinta-feira 
2012041715;2012;4;Abril    ;17;15h às 16h;5;Quinta-feira 
2012041717;2012;4;Abril    ;17;17h às 18h;5;Quinta-feira 
2012041718;2012;4;Abril    ;17;18h às 19h;5;Quinta-feira 
2012041719;2012;4;Abril    ;17;19h às 20h;5;Quinta-feira 
2012041721;2012;4;Abril    ;17;21h às 22h;5;Quinta-feira 
2012041722;2012;4;Abril    ;17;22h às 23h;5;Quinta-feira 
2012041800;2012;4;Abril    ;18;00h à  01h;6;Sexta-feira  
2012041801;2012;4;Abril    ;18;01h às 02h;6;Sexta-feira  
2012041802;2012;4;Abril    ;18;02h às 03h;6;Sexta-feira  
2012041804;2012;4;Abril    ;18;04h às 05h;6;Sexta-feira  
2012041805;2012;4;Abril    ;18;05h às 06h;6;Sexta-feira  
2012041806;2012;4;Abril    ;18;06h às 07h;6;Sexta-feira  
2012041807;2012;4;Abril    ;18;07h às 08h;6;Sexta-feira  
2012041808;2012;4;Abril    ;18;08h às 09h;6;Sexta-feira  
2012041810;2012;4;Abril    ;18;10h às 11h;6;Sexta-feira  
2012041811;2012;4;Abril    ;18;11h às 12h;6;Sexta-feira  
2012041812;2012;4;Abril    ;18;12h às 13h;6;Sexta-feira  
2012041813;2012;4;Abril    ;18;13h às 14h;6;Sexta-feira  
2012041814;2012;4;Abril    ;18;14h às 15h;6;Sexta-feira  
2012041815;2012;4;Abril    ;18;15h às 16h;6;Sexta-feira  
2012041816;2012;4;Abril    ;18;16h às 17h;6;Sexta-feira  
2012041817;2012;4;Abril    ;18;17h às 18h;6;Sexta-feira  
2012041818;2012;4;Abril    ;18;18h às 19h;6;Sexta-feira  
2012041819;2012;4;Abril    ;18;19h às 20h;6;Sexta-feira  
2012041820;2012;4;Abril    ;18;20h às 21h;6;Sexta-feira  
2012041821;2012;4;Abril    ;18;21h às 22h;6;Sexta-feira  
2012041822;2012;4;Abril    ;18;22h às 23h;6;Sexta-feira  
2012041823;2012;4;Abril    ;18;23h às 24h;6;Sexta-feira  
2012041902;2012;4;Abril    ;19;02h às 03h;7;Sábado      
2012041903;2012;4;Abril    ;19;03h às 04h;7;Sábado      
2012041904;2012;4;Abril    ;19;04h às 05h;7;Sábado      
2012041906;2012;4;Abril    ;19;06h às 07h;7;Sábado      
2012041907;2012;4;Abril    ;19;07h às 08h;7;Sábado      
2012041909;2012;4;Abril    ;19;09h às 10h;7;Sábado      
2012041910;2012;4;Abril    ;19;10h às 11h;7;Sábado      
2012041911;2012;4;Abril    ;19;11h às 12h;7;Sábado      
2012041912;2012;4;Abril    ;19;12h às 13h;7;Sábado      
2012041913;2012;4;Abril    ;19;13h às 14h;7;Sábado      
2012041914;2012;4;Abril    ;19;14h às 15h;7;Sábado      
2012041915;2012;4;Abril    ;19;15h às 16h;7;Sábado      
2012041916;2012;4;Abril    ;19;16h às 17h;7;Sábado      
2012041917;2012;4;Abril    ;19;17h às 18h;7;Sábado      
2012041918;2012;4;Abril    ;19;18h às 19h;7;Sábado      
2012041919;2012;4;Abril    ;19;19h às 20h;7;Sábado      
2012041920;2012;4;Abril    ;19;20h às 21h;7;Sábado      
2012041921;2012;4;Abril    ;19;21h às 22h;7;Sábado      
2012041922;2012;4;Abril    ;19;22h às 23h;7;Sábado      
2012041923;2012;4;Abril    ;19;23h às 24h;7;Sábado      
2012042000;2012;4;Abril    ;20;00h à  01h;1;Domingo      
2012042001;2012;4;Abril    ;20;01h às 02h;1;Domingo      
2012042002;2012;4;Abril    ;20;02h às 03h;1;Domingo      
2012042007;2012;4;Abril    ;20;07h às 08h;1;Domingo      
2012042009;2012;4;Abril    ;20;09h às 10h;1;Domingo      
2012042011;2012;4;Abril    ;20;11h às 12h;1;Domingo      
2012042012;2012;4;Abril    ;20;12h às 13h;1;Domingo      
2012042013;2012;4;Abril    ;20;13h às 14h;1;Domingo      
2012042014;2012;4;Abril    ;20;14h às 15h;1;Domingo      
2012042015;2012;4;Abril    ;20;15h às 16h;1;Domingo      
2012042016;2012;4;Abril    ;20;16h às 17h;1;Domingo      
2012042017;2012;4;Abril    ;20;17h às 18h;1;Domingo      
2012042018;2012;4;Abril    ;20;18h às 19h;1;Domingo      
2012042019;2012;4;Abril    ;20;19h às 20h;1;Domingo      
2012042020;2012;4;Abril    ;20;20h às 21h;1;Domingo      
2012042023;2012;4;Abril    ;20;23h às 24h;1;Domingo      
2012042100;2012;4;Abril    ;21;00h à  01h;2;Segunda-feira
2012042105;2012;4;Abril    ;21;05h às 06h;2;Segunda-feira
2012042106;2012;4;Abril    ;21;06h às 07h;2;Segunda-feira
2012042107;2012;4;Abril    ;21;07h às 08h;2;Segunda-feira
2012042108;2012;4;Abril    ;21;08h às 09h;2;Segunda-feira
2012042109;2012;4;Abril    ;21;09h às 10h;2;Segunda-feira
2012042110;2012;4;Abril    ;21;10h às 11h;2;Segunda-feira
2012042112;2012;4;Abril    ;21;12h às 13h;2;Segunda-feira
2012042113;2012;4;Abril    ;21;13h às 14h;2;Segunda-feira
2012042114;2012;4;Abril    ;21;14h às 15h;2;Segunda-feira
2012042115;2012;4;Abril    ;21;15h às 16h;2;Segunda-feira
2012042116;2012;4;Abril    ;21;16h às 17h;2;Segunda-feira
2012042117;2012;4;Abril    ;21;17h às 18h;2;Segunda-feira
2012042118;2012;4;Abril    ;21;18h às 19h;2;Segunda-feira
2012042119;2012;4;Abril    ;21;19h às 20h;2;Segunda-feira
2012042120;2012;4;Abril    ;21;20h às 21h;2;Segunda-feira
2012042121;2012;4;Abril    ;21;21h às 22h;2;Segunda-feira
2012042122;2012;4;Abril    ;21;22h às 23h;2;Segunda-feira
2012042206;2012;4;Abril    ;22;06h às 07h;3;Terça-feira 
2012042207;2012;4;Abril    ;22;07h às 08h;3;Terça-feira 
2012042208;2012;4;Abril    ;22;08h às 09h;3;Terça-feira 
2012042209;2012;4;Abril    ;22;09h às 10h;3;Terça-feira 
2012042210;2012;4;Abril    ;22;10h às 11h;3;Terça-feira 
2012042211;2012;4;Abril    ;22;11h às 12h;3;Terça-feira 
2012042212;2012;4;Abril    ;22;12h às 13h;3;Terça-feira 
2012042213;2012;4;Abril    ;22;13h às 14h;3;Terça-feira 
2012042214;2012;4;Abril    ;22;14h às 15h;3;Terça-feira 
2012042215;2012;4;Abril    ;22;15h às 16h;3;Terça-feira 
2012042217;2012;4;Abril    ;22;17h às 18h;3;Terça-feira 
2012042218;2012;4;Abril    ;22;18h às 19h;3;Terça-feira 
2012042219;2012;4;Abril    ;22;19h às 20h;3;Terça-feira 
2012042222;2012;4;Abril    ;22;22h às 23h;3;Terça-feira 
2012042303;2012;4;Abril    ;23;03h às 04h;4;Quarta-feira 
2012042305;2012;4;Abril    ;23;05h às 06h;4;Quarta-feira 
2012042306;2012;4;Abril    ;23;06h às 07h;4;Quarta-feira 
2012042307;2012;4;Abril    ;23;07h às 08h;4;Quarta-feira 
2012042308;2012;4;Abril    ;23;08h às 09h;4;Quarta-feira 
2012042310;2012;4;Abril    ;23;10h às 11h;4;Quarta-feira 
2012042311;2012;4;Abril    ;23;11h às 12h;4;Quarta-feira 
2012042312;2012;4;Abril    ;23;12h às 13h;4;Quarta-feira 
2012042313;2012;4;Abril    ;23;13h às 14h;4;Quarta-feira 
2012042314;2012;4;Abril    ;23;14h às 15h;4;Quarta-feira 
2012042315;2012;4;Abril    ;23;15h às 16h;4;Quarta-feira 
2012042316;2012;4;Abril    ;23;16h às 17h;4;Quarta-feira 
2012042317;2012;4;Abril    ;23;17h às 18h;4;Quarta-feira 
2012042318;2012;4;Abril    ;23;18h às 19h;4;Quarta-feira 
2012042319;2012;4;Abril    ;23;19h às 20h;4;Quarta-feira 
2012042321;2012;4;Abril    ;23;21h às 22h;4;Quarta-feira 
2012042322;2012;4;Abril    ;23;22h às 23h;4;Quarta-feira 
2012042323;2012;4;Abril    ;23;23h às 24h;4;Quarta-feira 
2012042402;2012;4;Abril    ;24;02h às 03h;5;Quinta-feira 
2012042405;2012;4;Abril    ;24;05h às 06h;5;Quinta-feira 
2012042406;2012;4;Abril    ;24;06h às 07h;5;Quinta-feira 
2012042409;2012;4;Abril    ;24;09h às 10h;5;Quinta-feira 
2012042410;2012;4;Abril    ;24;10h às 11h;5;Quinta-feira 
2012042411;2012;4;Abril    ;24;11h às 12h;5;Quinta-feira 
2012042412;2012;4;Abril    ;24;12h às 13h;5;Quinta-feira 
2012042413;2012;4;Abril    ;24;13h às 14h;5;Quinta-feira 
2012042414;2012;4;Abril    ;24;14h às 15h;5;Quinta-feira 
2012042415;2012;4;Abril    ;24;15h às 16h;5;Quinta-feira 
2012042416;2012;4;Abril    ;24;16h às 17h;5;Quinta-feira 
2012042417;2012;4;Abril    ;24;17h às 18h;5;Quinta-feira 
2012042418;2012;4;Abril    ;24;18h às 19h;5;Quinta-feira 
2012042419;2012;4;Abril    ;24;19h às 20h;5;Quinta-feira 
2012042420;2012;4;Abril    ;24;20h às 21h;5;Quinta-feira 
2012042422;2012;4;Abril    ;24;22h às 23h;5;Quinta-feira 
2012042503;2012;4;Abril    ;25;03h às 04h;6;Sexta-feira  
2012042505;2012;4;Abril    ;25;05h às 06h;6;Sexta-feira  
2012042506;2012;4;Abril    ;25;06h às 07h;6;Sexta-feira  
2012042507;2012;4;Abril    ;25;07h às 08h;6;Sexta-feira  
2012042508;2012;4;Abril    ;25;08h às 09h;6;Sexta-feira  
2012042509;2012;4;Abril    ;25;09h às 10h;6;Sexta-feira  
2012042510;2012;4;Abril    ;25;10h às 11h;6;Sexta-feira  
2012042511;2012;4;Abril    ;25;11h às 12h;6;Sexta-feira  
2012042512;2012;4;Abril    ;25;12h às 13h;6;Sexta-feira  
2012042513;2012;4;Abril    ;25;13h às 14h;6;Sexta-feira  
2012042514;2012;4;Abril    ;25;14h às 15h;6;Sexta-feira  
2012042515;2012;4;Abril    ;25;15h às 16h;6;Sexta-feira  
2012042516;2012;4;Abril    ;25;16h às 17h;6;Sexta-feira  
2012042517;2012;4;Abril    ;25;17h às 18h;6;Sexta-feira  
2012042518;2012;4;Abril    ;25;18h às 19h;6;Sexta-feira  
2012042519;2012;4;Abril    ;25;19h às 20h;6;Sexta-feira  
2012042520;2012;4;Abril    ;25;20h às 21h;6;Sexta-feira  
2012042521;2012;4;Abril    ;25;21h às 22h;6;Sexta-feira  
2012042522;2012;4;Abril    ;25;22h às 23h;6;Sexta-feira  
2012042523;2012;4;Abril    ;25;23h às 24h;6;Sexta-feira  
2012042600;2012;4;Abril    ;26;00h à  01h;7;Sábado      
2012042601;2012;4;Abril    ;26;01h às 02h;7;Sábado      
2012042603;2012;4;Abril    ;26;03h às 04h;7;Sábado      
2012042604;2012;4;Abril    ;26;04h às 05h;7;Sábado      
2012042606;2012;4;Abril    ;26;06h às 07h;7;Sábado      
2012042608;2012;4;Abril    ;26;08h às 09h;7;Sábado      
2012042609;2012;4;Abril    ;26;09h às 10h;7;Sábado      
2012042610;2012;4;Abril    ;26;10h às 11h;7;Sábado      
2012042611;2012;4;Abril    ;26;11h às 12h;7;Sábado      
2012042612;2012;4;Abril    ;26;12h às 13h;7;Sábado      
2012042613;2012;4;Abril    ;26;13h às 14h;7;Sábado      
2012042614;2012;4;Abril    ;26;14h às 15h;7;Sábado      
2012042615;2012;4;Abril    ;26;15h às 16h;7;Sábado      
2012042616;2012;4;Abril    ;26;16h às 17h;7;Sábado      
2012042617;2012;4;Abril    ;26;17h às 18h;7;Sábado      
2012042618;2012;4;Abril    ;26;18h às 19h;7;Sábado      
2012042619;2012;4;Abril    ;26;19h às 20h;7;Sábado      
2012042620;2012;4;Abril    ;26;20h às 21h;7;Sábado      
2012042621;2012;4;Abril    ;26;21h às 22h;7;Sábado      
2012042622;2012;4;Abril    ;26;22h às 23h;7;Sábado      
2012042623;2012;4;Abril    ;26;23h às 24h;7;Sábado      
2012042700;2012;4;Abril    ;27;00h à  01h;1;Domingo      
2012042701;2012;4;Abril    ;27;01h às 02h;1;Domingo      
2012042702;2012;4;Abril    ;27;02h às 03h;1;Domingo      
2012042703;2012;4;Abril    ;27;03h às 04h;1;Domingo      
2012042704;2012;4;Abril    ;27;04h às 05h;1;Domingo      
2012042707;2012;4;Abril    ;27;07h às 08h;1;Domingo      
2012042708;2012;4;Abril    ;27;08h às 09h;1;Domingo      
2012042709;2012;4;Abril    ;27;09h às 10h;1;Domingo      
2012042710;2012;4;Abril    ;27;10h às 11h;1;Domingo      
2012042711;2012;4;Abril    ;27;11h às 12h;1;Domingo      
2012042712;2012;4;Abril    ;27;12h às 13h;1;Domingo      
2012042713;2012;4;Abril    ;27;13h às 14h;1;Domingo      
2012042714;2012;4;Abril    ;27;14h às 15h;1;Domingo      
2012042715;2012;4;Abril    ;27;15h às 16h;1;Domingo      
2012042716;2012;4;Abril    ;27;16h às 17h;1;Domingo      
2012042717;2012;4;Abril    ;27;17h às 18h;1;Domingo      
2012042718;2012;4;Abril    ;27;18h às 19h;1;Domingo      
2012042719;2012;4;Abril    ;27;19h às 20h;1;Domingo      
2012042720;2012;4;Abril    ;27;20h às 21h;1;Domingo      
2012042721;2012;4;Abril    ;27;21h às 22h;1;Domingo      
2012042722;2012;4;Abril    ;27;22h às 23h;1;Domingo      
2012042807;2012;4;Abril    ;28;07h às 08h;2;Segunda-feira
2012042809;2012;4;Abril    ;28;09h às 10h;2;Segunda-feira
2012042810;2012;4;Abril    ;28;10h às 11h;2;Segunda-feira
2012042811;2012;4;Abril    ;28;11h às 12h;2;Segunda-feira
2012042812;2012;4;Abril    ;28;12h às 13h;2;Segunda-feira
2012042813;2012;4;Abril    ;28;13h às 14h;2;Segunda-feira
2012042814;2012;4;Abril    ;28;14h às 15h;2;Segunda-feira
2012042815;2012;4;Abril    ;28;15h às 16h;2;Segunda-feira
2012042816;2012;4;Abril    ;28;16h às 17h;2;Segunda-feira
2012042817;2012;4;Abril    ;28;17h às 18h;2;Segunda-feira
2012042818;2012;4;Abril    ;28;18h às 19h;2;Segunda-feira
2012042819;2012;4;Abril    ;28;19h às 20h;2;Segunda-feira
2012042820;2012;4;Abril    ;28;20h às 21h;2;Segunda-feira
2012042821;2012;4;Abril    ;28;21h às 22h;2;Segunda-feira
2012042822;2012;4;Abril    ;28;22h às 23h;2;Segunda-feira
2012042823;2012;4;Abril    ;28;23h às 24h;2;Segunda-feira
2012042900;2012;4;Abril    ;29;00h à  01h;3;Terça-feira 
2012042906;2012;4;Abril    ;29;06h às 07h;3;Terça-feira 
2012042907;2012;4;Abril    ;29;07h às 08h;3;Terça-feira 
2012042908;2012;4;Abril    ;29;08h às 09h;3;Terça-feira 
2012042909;2012;4;Abril    ;29;09h às 10h;3;Terça-feira 
2012042910;2012;4;Abril    ;29;10h às 11h;3;Terça-feira 
2012042911;2012;4;Abril    ;29;11h às 12h;3;Terça-feira 
2012042912;2012;4;Abril    ;29;12h às 13h;3;Terça-feira 
2012042914;2012;4;Abril    ;29;14h às 15h;3;Terça-feira 
2012042915;2012;4;Abril    ;29;15h às 16h;3;Terça-feira 
2012042916;2012;4;Abril    ;29;16h às 17h;3;Terça-feira 
2012042917;2012;4;Abril    ;29;17h às 18h;3;Terça-feira 
2012042918;2012;4;Abril    ;29;18h às 19h;3;Terça-feira 
2012042919;2012;4;Abril    ;29;19h às 20h;3;Terça-feira 
2012042920;2012;4;Abril    ;29;20h às 21h;3;Terça-feira 
2012042921;2012;4;Abril    ;29;21h às 22h;3;Terça-feira 
2012042922;2012;4;Abril    ;29;22h às 23h;3;Terça-feira 
2012042923;2012;4;Abril    ;29;23h às 24h;3;Terça-feira 
2012043006;2012;4;Abril    ;30;06h às 07h;4;Quarta-feira 
2012043007;2012;4;Abril    ;30;07h às 08h;4;Quarta-feira 
2012043008;2012;4;Abril    ;30;08h às 09h;4;Quarta-feira 
2012043009;2012;4;Abril    ;30;09h às 10h;4;Quarta-feira 
2012043010;2012;4;Abril    ;30;10h às 11h;4;Quarta-feira 
2012043011;2012;4;Abril    ;30;11h às 12h;4;Quarta-feira 
2012043012;2012;4;Abril    ;30;12h às 13h;4;Quarta-feira 
2012043013;2012;4;Abril    ;30;13h às 14h;4;Quarta-feira 
2012043014;2012;4;Abril    ;30;14h às 15h;4;Quarta-feira 
2012043015;2012;4;Abril    ;30;15h às 16h;4;Quarta-feira 
2012043016;2012;4;Abril    ;30;16h às 17h;4;Quarta-feira 
2012043017;2012;4;Abril    ;30;17h às 18h;4;Quarta-feira 
2012043018;2012;4;Abril    ;30;18h às 19h;4;Quarta-feira 
2012043019;2012;4;Abril    ;30;19h às 20h;4;Quarta-feira 
2012043020;2012;4;Abril    ;30;20h às 21h;4;Quarta-feira 
2012043021;2012;4;Abril    ;30;21h às 22h;4;Quarta-feira 
2012043022;2012;4;Abril    ;30;22h às 23h;4;Quarta-feira 
2012043023;2012;4;Abril    ;30;23h às 24h;4;Quarta-feira 
2012043102;2012;4;Abril    ;31;02h às 03h;5;Quinta-feira 
2012043103;2012;4;Abril    ;31;03h às 04h;5;Quinta-feira 
2012043106;2012;4;Abril    ;31;06h às 07h;5;Quinta-feira 
2012043107;2012;4;Abril    ;31;07h às 08h;5;Quinta-feira 
2012043110;2012;4;Abril    ;31;10h às 11h;5;Quinta-feira 
2012043112;2012;4;Abril    ;31;12h às 13h;5;Quinta-feira 
2012043113;2012;4;Abril    ;31;13h às 14h;5;Quinta-feira 
2012043114;2012;4;Abril    ;31;14h às 15h;5;Quinta-feira 
2012043115;2012;4;Abril    ;31;15h às 16h;5;Quinta-feira 
2012043116;2012;4;Abril    ;31;16h às 17h;5;Quinta-feira 
2012043117;2012;4;Abril    ;31;17h às 18h;5;Quinta-feira 
2012043118;2012;4;Abril    ;31;18h às 19h;5;Quinta-feira 
2012043119;2012;4;Abril    ;31;19h às 20h;5;Quinta-feira 
2012043120;2012;4;Abril    ;31;20h às 21h;5;Quinta-feira 
2012043121;2012;4;Abril    ;31;21h às 22h;5;Quinta-feira 
2012043122;2012;4;Abril    ;31;22h às 23h;5;Quinta-feira 
2012043123;2012;4;Abril    ;31;23h às 24h;5;Quinta-feira 
2012050106;2012;5;Maio     ;1;06h às 07h;6;Sexta-feira  
2012050107;2012;5;Maio     ;1;07h às 08h;6;Sexta-feira  
2012050108;2012;5;Maio     ;1;08h às 09h;6;Sexta-feira  
2012050109;2012;5;Maio     ;1;09h às 10h;6;Sexta-feira  
2012050110;2012;5;Maio     ;1;10h às 11h;6;Sexta-feira  
2012050111;2012;5;Maio     ;1;11h às 12h;6;Sexta-feira  
2012050112;2012;5;Maio     ;1;12h às 13h;6;Sexta-feira  
2012050113;2012;5;Maio     ;1;13h às 14h;6;Sexta-feira  
2012050114;2012;5;Maio     ;1;14h às 15h;6;Sexta-feira  
2012050115;2012;5;Maio     ;1;15h às 16h;6;Sexta-feira  
2012050116;2012;5;Maio     ;1;16h às 17h;6;Sexta-feira  
2012050117;2012;5;Maio     ;1;17h às 18h;6;Sexta-feira  
2012050118;2012;5;Maio     ;1;18h às 19h;6;Sexta-feira  
2012050119;2012;5;Maio     ;1;19h às 20h;6;Sexta-feira  
2012050120;2012;5;Maio     ;1;20h às 21h;6;Sexta-feira  
2012050121;2012;5;Maio     ;1;21h às 22h;6;Sexta-feira  
2012050122;2012;5;Maio     ;1;22h às 23h;6;Sexta-feira  
2012050123;2012;5;Maio     ;1;23h às 24h;6;Sexta-feira  
2012050200;2012;5;Maio     ;2;00h à  01h;7;Sábado      
2012050201;2012;5;Maio     ;2;01h às 02h;7;Sábado      
2012050202;2012;5;Maio     ;2;02h às 03h;7;Sábado      
2012050203;2012;5;Maio     ;2;03h às 04h;7;Sábado      
2012050204;2012;5;Maio     ;2;04h às 05h;7;Sábado      
2012050207;2012;5;Maio     ;2;07h às 08h;7;Sábado      
2012050208;2012;5;Maio     ;2;08h às 09h;7;Sábado      
2012050210;2012;5;Maio     ;2;10h às 11h;7;Sábado      
2012050211;2012;5;Maio     ;2;11h às 12h;7;Sábado      
2012050212;2012;5;Maio     ;2;12h às 13h;7;Sábado      
2012050213;2012;5;Maio     ;2;13h às 14h;7;Sábado      
2012050214;2012;5;Maio     ;2;14h às 15h;7;Sábado      
2012050216;2012;5;Maio     ;2;16h às 17h;7;Sábado      
2012050217;2012;5;Maio     ;2;17h às 18h;7;Sábado      
2012050218;2012;5;Maio     ;2;18h às 19h;7;Sábado      
2012050220;2012;5;Maio     ;2;20h às 21h;7;Sábado      
2012050221;2012;5;Maio     ;2;21h às 22h;7;Sábado      
2012050222;2012;5;Maio     ;2;22h às 23h;7;Sábado      
2012050300;2012;5;Maio     ;3;00h à  01h;1;Domingo      
2012050301;2012;5;Maio     ;3;01h às 02h;1;Domingo      
2012050304;2012;5;Maio     ;3;04h às 05h;1;Domingo      
2012050305;2012;5;Maio     ;3;05h às 06h;1;Domingo      
2012050306;2012;5;Maio     ;3;06h às 07h;1;Domingo      
2012050308;2012;5;Maio     ;3;08h às 09h;1;Domingo      
2012050309;2012;5;Maio     ;3;09h às 10h;1;Domingo      
2012050310;2012;5;Maio     ;3;10h às 11h;1;Domingo      
2012050311;2012;5;Maio     ;3;11h às 12h;1;Domingo      
2012050313;2012;5;Maio     ;3;13h às 14h;1;Domingo      
2012050315;2012;5;Maio     ;3;15h às 16h;1;Domingo      
2012050316;2012;5;Maio     ;3;16h às 17h;1;Domingo      
2012050317;2012;5;Maio     ;3;17h às 18h;1;Domingo      
2012050318;2012;5;Maio     ;3;18h às 19h;1;Domingo      
2012050319;2012;5;Maio     ;3;19h às 20h;1;Domingo      
2012050320;2012;5;Maio     ;3;20h às 21h;1;Domingo      
2012050321;2012;5;Maio     ;3;21h às 22h;1;Domingo      
2012050322;2012;5;Maio     ;3;22h às 23h;1;Domingo      
2012050323;2012;5;Maio     ;3;23h às 24h;1;Domingo      
2012050400;2012;5;Maio     ;4;00h à  01h;2;Segunda-feira
2012050402;2012;5;Maio     ;4;02h às 03h;2;Segunda-feira
2012050404;2012;5;Maio     ;4;04h às 05h;2;Segunda-feira
2012050405;2012;5;Maio     ;4;05h às 06h;2;Segunda-feira
2012050407;2012;5;Maio     ;4;07h às 08h;2;Segunda-feira
2012050408;2012;5;Maio     ;4;08h às 09h;2;Segunda-feira
2012050409;2012;5;Maio     ;4;09h às 10h;2;Segunda-feira
2012050410;2012;5;Maio     ;4;10h às 11h;2;Segunda-feira
2012050412;2012;5;Maio     ;4;12h às 13h;2;Segunda-feira
2012050413;2012;5;Maio     ;4;13h às 14h;2;Segunda-feira
